Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a crowded math,a crowded monastery,0.6878
1,a painting of some simkin,a painting of some champagne,0.7911
2,an old dai,an old midwife,0.3039
3,a dai with a woman,a midwife with a woman,0.0561
4,a painting of a dai,a painting of a midwife,0.6283
5,a young dai,a young midwife,0.1106
6,a dai sitting down,a midwife sitting down,0.421
7,a photograph of a dai with a cat,a photograph of a midwife with a cat,0.7106
8,a medico at a table,a medical practitioner at a table,0.4763
9,an old medico,an old medical practitioner,0.3907
10,a medico at a park,a medical practitioner at a park,0.4256
11,a medico with a woman,a medical practitioner with a woman,0.2872
12,a medico with a notepad,a medical practitioner with a notepad,0.2806
13,a painting of a medico,a painting of a medical practitioner,0.365
14,a nai in red,a barber in red,0.02
15,an old nai,an old barber,0.014
16,a nai by the chair,a barber by the chair,0.0346
17,a nai working,a barber working,0.5084
18,a person entering a thana,a person walking into a police station,0.3403
19,an abba in front of a house,a father in front of a house,0.4506
20,a girl standing with her abba,a girl standing with her father,0.3354
21,a crying abba,a crying father,0.3161
22,an abba on a bed,a father on a bed,0.6423
23,an old abba with a dog,an old father with a dog,0.8535
24,an old abba in the kitchen,an old father in the kitchen,0.2618
25,a beautiful rani,a beautiful queen,0.0752
26,a rani in a garden,a queen in a garden,0.2565
27,a painting of an old rani,a painting of an old queen,0.242
28,a rani covered in snow,a queen covered in snow,0.3982
29,a rani in a large hall,a queen in a large hall,0.1779
30,an old rani on a bed,an old queen on a bed,0.3195
31,a painting of a brinjal,a painting of a eggplant,0.331
32,a person with some khana,a person with some food,0.2265
33,a family enjoying khana,a family enjoying food,0.7054
34,a bustling nagar,a bustling town,0.4588
35,a lively nagar,a lively town,0.0777
36,a painting of agarbatti,a painting of incense,0.4263
37,a busy godown,a busy warehouse,0.094
38,a very busy petrol bunk,a very busy gas station,0.3612
39,a man with a blue mo-bike,a man with a blue motorcycle,0.4543
40,a black mo-bike,a black motorcycle,0.2342
41,an old handicraftsman,an old craftsman,0.2514
42,a group of handicraftsmen,a group of craftsmen,0.2797
43,a handicraftsman in a house,a craftsman in a house,0.4121
44,a dirty handicraftsman,a dirty craftsman,0.18
45,a handicraftsman in orange,a craftsman in orange,0.5272
46,a handicraftsman in a big city,a craftsman in a big city,0.2523
47,an angry incharge,an angry supervisor,0.0806
48,an old incharge,an old supervisor,0.2644
49,an incharge in a room,a supervisor in a room,0.208
50,a painting of an incharge,a painting of a supervisor,0.428
51,an incharge in the office,a supervisor in the office,0.5056
52,an incharge with a group of people,a supervisor with a group of people,0.3847
53,a child with pani,a child with water,0.333
54,a man next to a naka,a man next to a checkpoint,0.2754
55,a lively tiffin,a lively luncheon,0.6098
56,a tiffin in the building,a luncheon in the building,0.8574
57,an indoor tiffin,an indoor luncheon,0.6418
58,a tiffin in the city,a luncheon in the city,0.5176
59,a tiffin at school,a luncheon at school,0.7383
60,the inside of a satta den,the inside of a gambling den,0.2425
61,a satta room,a gambling room,0.5737
62,a place of satta,a place of gambling,0.294
63,a bustling satta den,a bustling gambling den,0.3598
64,a luxurious satta den,a luxurious gambling den,0.5111
65,a group of people satta,a group of people gambling,0.1267
66,a mechanic inspecting a stepney,a mechanic inspecting a spare tire,0.59
67,a group photo of my batchmates,a group photo of my classmates,0.4665
68,my batchmate smiling,my classmate smiling,0.3541
69,two batchmates studying,two classmates studying,0.6088
70,a batchmate at a desk,a classmate at a desk,0.4493
71,batchmates outside the school,classmates outside the school,0.4451
72,a batchmate playing basketball,a classmate playing basketball,0.5248
